id,name,Apps
entertainment,Развлечения,"ru.rutube.app,com.vgtrk.smotrim,com.my.lts.ru,free.zaycev.net,com.uma.musicvk,com.ipspirates.ort,ru.stoloto.mobile,ru.rt.video.app.mobile,ru.ntv.client,ru.tv1.kino,ru.mamba.client,ru.mts.mtstv,ru.ritmmedia.yappy,ru.ivi.client,gpm.tnt_premier,com.holden.radio,com.icepower.greetcard,intech.global.com.beeline,ru.mail.horo.android,ru.cn.tv,ru.more.play,ru.beeline.tve.android,com.gsgroup.tricoloronline.mobile,ru.mts.music.android,ru.litres.android,tv.ntvplus.app,ru.alexeydubinin.holidays,com.infoshell.recradio,com.its.yarus,com.ertelecom.domrutv,com.zvooq.openplay,info.goodline.events,ru.beeonline.music,com.aimp.player,ru.rt.video.app.mobile.b2b,ru.eneva.stbtv,com.zedtema.android.radio,com.waszoi.filmssti,ru.bkfon,ru.afisha.android,ru.playvision.durak,com.supabook.otkritki,ru.zen.android,ru.ntvplus.service,com.herocraft.game.free.spaceshipbattles,ru.pikabu.android,com.DefaultCompany.Nardi,com.hikari.crimea_unobvious,com.biblio.android,youdrive.today,com.dreamcraftstudio.fantasyhearts,app.neuropunk,com.x1000ideas.test1000lives,media.soundstream.soundstream.rustore,com.herocraft.game.free.taptapbuilder,ru.vgtrofimov.zengame,tv.lfstrm.smotreshka,com.creosplay.Checkers,tech.studio3.bestcave,ru.betcity.android,ru.rambler.horoscopes.twa,ru.tmgame.client,ru.profmedia.avtoradio,ru.moihottur.moihottur,voiceapp.commands.alice,net.elvista.game101,com.DDreamgames.Hoosegow,ru.russpass.tourist,com.DefaultCompany.Kosinka,com.timenzzo.Moon_Calendar,ru.pegast_agent,tv.netup.android.mobile,ru.comfortkino.androidapp,com.CyberRom.TwentyFortyEight,games.odin.ppsv2,ru.sima_land.spb.market,tv.lfstrm.ttktv,ru.rambler.moskino,appex.game3d.maze,ru.anex_agent_ru,ru.gazprombank.android.eventmanager,com.ideas1000.tarot1000roads,com.herocraft.game.mafioso.gangster.paradise.pvp,ru.sunhome.dreams,ru.mobileup.aerostat,ru.mestamira,com.nekko.rutouch,ru.net.tritel.tv,ru.dev_professional.ru.xoonline,com.movika.android,ru.vkpm.comedy,com.LittleStories.DivinationQRCode,com.dumham.PuzzleBox,naprovode.dev.professional.ru,ru.marathonbet.sportsbook,ru.fourpillars.fourpillarsappru,com.app.gogym,com.kinorium.kinoriumapp,com.PE.imageeditor,com.timenzzo.Bonsai_Handbook,com.sawaProduct.findme,com.tvelly.mobile,im.micro.dimm.tv.sibirskieSeti,com.ETEMA.ticketClient,com.timenzzo.srmbeerscanner,ru.hwgame.three,delivery.sflowers.sflowers,ru.zatochisto.radio107fm,com.app.prosport,pro.sber_zvuk,ru.hwgame.one,com.neirodev.sobytie,ru.hwgame.two,ru.jam.me,ru.eligovision.msk.ar.model.journal,com.derastudio.weekend,ru.video.krasview,com.starplace.pro.aleale,company.wap.android62d80c328e006,ru.chitaigorod.mobile"
games,Игры,"com.herocraft.game.tempest.lite,com.herocraft.game.drag.auto.street.racing.heat,com.herocraft.game.cut.arcade.catchthecandy,com.hunterhamster.snailbob,com.okg.theheavens,com.herocraft.game.free.redball3,com.espritgames.rpg.nine.songs,su.sovietgames.everlasting_summer,com.gamemisctop.busSimulator3D,com.nekki.shadowfightarena_xsolla,com.interactive.novella,com.dmobin.red.ball,com.hero.craft.mr.knight.how.loot.pull.pin.scape,com.yanartnv.com.tanks,com.Jafexe.LastDayofSurvival,com.okg.mergecats,com.survival.squid.and.game,uralpro.wordfromwords,ru.progstech.mergeblocks,com.maningame.fanwars.rs,com.geography.travel.quiz,sovfin.game.noughtscrosses,com.aigrind.warspear.rustore,com.tsartech.dots,com.bitrebus.antarium.huawei,com.nevosoft.mylittleplanet,com.brutalduckgames.rustorefarm,com.herocraft.game.free.jollydaysfarm,com.fireboywatergirl.al,com.dekovir2.abreakerfree,uralpro.getword,com.herocraft.game.free.spaceshipbattles,com.mordor.game,com.DefaultCompany.Nardi,sovfin.game.spacerocket,air.ru.mail.dwar,com.dreamcraftstudio.fantasyhearts,air.ru.vigr.mushroomers2,ru.vgtrofimov.ballsshmalls,yet.another.dino,com.myscaryteacher.tips,air.ru.vigr.forestbounty,com.herocraft.game.free.taptapbuilder,com.fruitshake.fairyrpg,com.broccoligames.vegamixru,com.hwggames.poppy.huggy.wuggy.factory,sovfin.game.pukman,ru.livegames.playnet,com.creosplay.Checkers,tech.studio3.bestcave,com.mommylonggame.ca,ru.zebomba.find,com.tsartech.bricks,ru.tmgame.client,uralpro.CapitalsOfTheWorld,com.herocraft.game.fruitshake.brawlking,net.elvista.game101,in.x42.zenbox,com.DDreamgames.Hoosegow,com.creosplay.toycar,com.zmedia.wordtower,com.DefaultCompany.Kosinka,uralpro.CountriesOfTheWorld,uralpro.MasterOfFinds,sovfin.game.cosmojohn,com.DigitalOxygen.LiveDinosaurs,com.aksgaming.sudoku3d,air.LovestoryJailbreak,logoped.language.speech.therapy.zv01,com.CyberRom.TwentyFortyEight,games.odin.ppsv2,uralpro.Game2048,com.ARTMLOXStudio.FlySky,appex.game3d.maze,com.Maam.ru.Openthedoor,com.UltramarineGames.ColoringGarden,logoped.language.speech.therapy.zv79,com.herocraft.game.mafioso.gangster.paradise.pvp,com.nemesisgamestudio.HardCorePlatformer,logoped.language.speech.therapy.zv80,logoped.language.speech.therapy.zv05,logoped.language.speech.therapy.zv77,ru.dev_professional.ru.xoonline,com.CyberRom.SodaDefender,com.kirlanik499,logoped.language.speech.therapy.zv78,com.LittleStories.DivinationQRCode,bel.argun.candycoloration,com.dumham.PuzzleBox,logoped.language.speech.therapy.zv71,logoped.language.speech.therapy.zv75,logoped.language.speech.therapy.zv06,logoped.language.speech.therapy.zv03,logoped.language.speech.therapy.zv67,com.sawaProduct.findme,logoped.language.speech.therapy.zv76,logoped.language.speech.therapy.zv73,logoped.language.speech.therapy.zv68,logoped.language.speech.therapy.zv72,logoped.language.speech.therapy.zv69,logoped.language.speech.therapy.zv02,logoped.language.speech.therapy.zv04,logoped.language.speech.therapy.zv66,logoped.language.speech.therapy.zv74,ru.hwgame.three,logoped.language.speech.therapy.zv81,logoped.language.speech.therapy.zv70,logoped.language.speech.therapy.zv64,logoped.language.speech.therapy.zv65,ru.hwgame.one,ru.hwgame.two,ru.godville.android,com.greenbuttongames.idlebutton,com.deerslab.dinoTREX,org.rad.flig,pro.nado.crash,pro.nado.tetris,com.lisagames.savetheruble,pro.nadogames.bp,com.lunappstudio.orderofwords,com.my.lts.ru,com.my.warface.go.online,com.lunappstudio.wordomaze,ru.playvision.durak,com.strict.mkenin.agf.cardgames2,me.incrdbl.android.wordbyword,ru.overmobile.tower,com.my.world.above,com.lunappstudio.evopuzzles,com.lunappstudio.crossroyal,com.merigotech.fillwords,com.geoalex.guessword,ru.publishing1c.heroes,air.ru.nikitaonline.panicroom.mobile,com.goplaytoday.guildofheroes,com.overmobile.container.elem,com.merigotech.fillwordsthemes,com.overmobile.container.nebo,com.AlexKiZZZGames.VirusWorld,com.overmobile.container.zamki,ru.over.keepers,com.overmobile.container.titans,com.lunappstudio.photoelephant,com.tomato.crossword.collection,com.merigotech.chestofwords,com.my.juggernautwars,com.goplaytoday.shiftrace,com.animagames.forgotten_treasure_2,ru.thousandcardgame.android,com.animagames.magic_circus,com.animan_publishing.diamond_dungeon,com.radbrothers.popit.master.antistress.calm.games,com.radbrothers.heartbox,com.playtox.mf.rustore,com.playtox.tanks.gp.strategy.rustore,com.playtox.wos.rustore,com.playtox.lords.rustore,com.playtox.flib.rustore,com.playtox.zoner.rustore,com.playtox.bratki.rustore,ru.over.mwiz,com.overmobile.container.mworld,com.mobi.magi,com.motw.spellathon,com.lisagames.mower,com.zelder.bigquest2,heroeswm.ru,air.com.gs.aqualife3d.android,net.wapsmskey.wartank,com.taberplay.cutgrass,avbezdolny.software.game2048,net.wapsmskey.mrush,org.mechs.earth,avbezdolny.software.bukva,ru.itserebra.diz,ru.itserebra.bloki"
tools,Инструменты,"com.yandex.browser,com.ncloudtech.cloudoffice,ru.yandex.searchplugin,yo.app.free,ru.mts.mymts,com.octopod.russianpost.client.android,ru.megafon.mlk,ru.mail.mailapp,ru.tele2.mytele2,ru.beeline.services,com.dartit.RTcabinet,ru.mail.search.electroscope,ru.sber.telecom,com.mart.weather,com.vk.mail,ru.mail.cloud,ru.mts.money,ru.sblogistics.android,com.vk.calls,appinventor.ai_lihisa89.MoonShine,ru.alexeydubinin.birthdays,reactivephone.msearch,com.atnsoft.calculator.free,ru.zhuck.webapp,ru.yandex.androidkeyboard,ru.tinkoff.mvno,ru.yandex.translate,com.ertelecom.smarthome,ru.beeline.beebookreader,com.severgroup.lk,com.mybedy.antiradar.rustore,com.cloud.disk,com.dev_professional.ru.mynotepad,com.samogon_pro.beercalc,ru.boxberry.mobile,ru.rt.smarthome,com.tochka.bank,uralpro.cameralockbirch,com.ashberrysoft.leadertask,ru.rambler.mail,ru.vtbmobile.app,ru.alexeydubinin.lineyka,ru.reactivephone.Visitors,com.waszoi.filmssti,com.stdio.pue_7,appinventor.ai_lihisa89.MoonShineFractional1,ru.beeline.cloud,ru.rostelecom.ideas,legal.screenshot.app,ru.onlime.my.app,com.severstal.info,com.kirlanik497,com.gawk.voicenotes,com.sibirix.singularityapp,ru.gpbmobile.lk,com.progaonline.punctuation,com.stdio.a1000voltsrf,ru.dixy.personal,com.sebbia.delivery.client,com.ivideon.client,com.webart2013.Calculator2Memory,com.rostelecom.printservice,com.severstal.severstalquizlab,vtbmobile.id.abonent,ru.mail.browser,ru.airnet.cctv,ru.vk.vkdoc,com.kirlanik552,ru.rt.mb_installer,com.moex.finuslugi,ru.sberbank.sbersign,com.timenzzo.Moon_Calendar,bashnabash.com,com.severstal.svsconference,ru.elveesneotek.o2kclient,ru.rt.key,ru.rt.life,ru.sberlogistics.steersman,ru.calculator.vkladov,com.serviceit.tgc1lk,ru.webinar.mobile,com.ivhome_app.zamer_free,tv.lfstrm.ttktv,ru.yandex.subtitles,com.telecom.telecom.ecofon,ru.passgen.net,ru.gazprombank.broker,ru.elzforesttech.gisapp,chat.kilo,org.bitcoinox.bitcoinoxwallet,com.severstal.pla,com.severstal.learnmobile,ru.rcamel.workday,ru.practus.smartdeal,com.severstal.clientarb,ru.rcamel.estimate,ru.beeline.dol,com.sveza.ds,ru.smartengines.se,com.weeek,com.microfox.creditcalcultor,com.e1c.DocMan22,ru.rt.videocomfort,ru.crptech.b2bmark,ru.rcamel.minisklad,com.dartit.mobileagent,com.telemost,ru.sibgenco.general,com.birzha_rt,com.e1c.mobile.client.doc21,com.vinteo.mobile.app,ru.plusvklad.app,com.sokrat.ktc,com.sevensky.app,online.proga.hospitalcalc,com.progaonline.syntax,ru.saturn.sp.mobileapp,pro.citylink.smarthome,com.netpoliceinfo.snf,com.PE.imageeditor,com.timenzzo.Bonsai_Handbook,ru.rcamel.mwcloud,com.progaonline.antiplagiat,com.beehome.geozoncare,ru.webview.krediska,com.kamin.inventorisation,com.geozon.home,ru.kraslabs.arming,ru.taxcom.cashdesk,com.revisorlab.vms.eyecont,com.nordgold.hr_services,com.boloid.veedo,com.baziscenter.bazisonline,ru.rcamel.paymaster,ru.salon,com.severstal.innovation,ru.airnet.proeye_acs,com.timenzzo.srmbeerscanner,systems.m4.mobile,com.enqualcomm.kidsys.geozon_guard,com.breackneck.mysecondprojectmoneybox,com.fimkos.electroseti_24_mobile_v1_0_1,biz.imredi.mobile.audit.pro,ru.bstd.tmr_trade_in_check_app,com.firstforma.dialog,pro.sber_zvuk,com.mesus.android,ru.taxcom.filer,ru.AWBooking.app,pro.crpt.p,ru.airnet.lk,com.taxcom.informer,com.xforta.msg,com.istokaudio.smarthome2,com.wfsys.carrent,com.databasetest.linkrain.metrologonline,ru.tvhelp.acs_controller_manager,ru.shelfy.android,pro.etag.tovarius3,com.firstforma.chat,ru.avtobandigital.app,com.directum.jazz,poisk.zhivotnih,com.dalli.app7,com.sitogon.webrecord,ru.taxcom.cashdeskpartner,com.helpdeskRGMU.uit.stsp,ru.taxcom.vsd,com.e1c.Trade,com.simplight.webclient,com.whisperarts.kids.stopmotion.rustore,com.wfsys.carfleet,com.firstforma.vkusvill,com.alxsakh.corp,com.application.ttssm,systems.m4.service,ru.sibset,com.breckneck.debtbook,org.suz.quasar.app,appspot.com.uitrgmu,com.e1c.ERP,com.e1c.KA,ru.ada.adaphotoplan,com.nordgold.app.ru,app.norta,com.umbrellait.unspot.web,ru.rt.masterkey,ru.airnet.gatewaypastorallake,com.sit.pyramidelectrician,com.ascon.pilot_fly,ru.gazprombank.invest,ru.rosneft.tektorg"
social,Социальные,"com.vkontakte.android,ru.ozon.app.android,ru.ok.android,ru.dimice.darom,com.vk.im,ru.mobstudio.andgalaxy,com.icq.mobile.client,com.vk.clips,ru.ok.messages,com.fishermator.fishermator,mint.dating,com.severgroup.lk,com.its.yarus,com.dev_professional.ru.mynotepad,ru.tabor.search,com.app.myfriend,com.dating.mylove,com.livejournal.android,com.anlina.fraziruss,ru.zen.android,ai.treep,com.wast.katuna,com.titapp,ru.gdemoideti.child,ru.alfa.alfapeople,com.ciliz.spinthebottle,ru.mail.biz.avocado,com.itdating.ru.com.app,ru.dimice.poiskzverei,ru.mosgorpass,app.datebox.dalla,ru.tatarstan,ru.profmedia.avtoradio,ru.vgtrofimov.restfortheeyesmt,ru.mail.browser,live.talkme.sprint_2,com.otkritie.daily,ru.dobro,bashnabash.com,com.severstal.svsconference,com.geoscope.QRZ,com.SoftWeather.SayMyName,com.imagion.slovo,ru.yandex.subtitles,com.telecom.telecom.ecofon,com.cofounder_app,ru.practus.smartdeal,ienergo.energosbyt,com.nekko.rutouch,com.weeek,ru.antinteractive.antlivemobile,media.aboutrussia,com.movika.android,ru.vkpm.comedy,ru.gazprombank.gorodpay,com.telemost,ru.tatarstan.care,naprovode.dev.professional.ru,com.aksgaming.thewhiterabbitsecurechat,com.gkh72,app.datebox,org.zonatelecom.mobileclient,com.sokrat.ktc,com.kinorium.kinoriumapp,pro.citylink.smarthome,com.preggieapp.preggie,ru.synergy.abiturients,media.worldpotatoco,info.esoft.ko,ru.bcstech.chat,com.tvelly.mobile,com.boloid.veedo,ru.rikmasters.flutter_irkutskenetrgo_yur,com.education72,com.neirodev.sobytie,co.kalitero.coman.app,com.xforta.msg,ru.jam.me,ru.tsarday.clan,com.derastudio.weekend,com.ntk_plus.portalzhkh,ru.cabinet.abonenta,ru.katharsis.office,ru.jurburonosov.mobile,com.firstforma.chat,poisk.zhivotnih,com.firstforma.skolcity,com.firstforma.vkusvill,app.norta,com.umbrellait.unspot.web"
health,Здоровье и спорт,"com.tviztv.tviz2x45,com.tvoytrener.timkoilia,ru.ergosolo.kurilbrosil,ru.ligastavok.android,com.madlemonlab.sportup,com.adaptech.gymup,ru.sold.fat.burner,ru.ideast.championat,com.whisperarts.white.noise.whispy.rustore,ru.paribet,ru.betcity.android,com.ataxmobile.mygirls,com.example.bodyskills,plus.lifetime.app,ru.crm.crm_ksk_ekk,com.whisperarts.erby.rustore,com.whisperarts.period.tracker.rustore,ru.softinvent.bikecomp,ru.bookmakersrating.rbforecasts,ru.sunhome.dreams,club.skllzz.fitness,ru.sports.spartak,com.whisperarts.kids.breastfeeding.rustore,ru.alrosa.telemed,ru.harlion.psy,ru.scid.minicen,ru.marathonbet.sportsbook,ru.nlpproject.omnio,com.app.gogym,com.bbesp.iphobit,farm.sr.app,ru.sports.euro2016liverus,ru.scid.newapteka,com.app.prosport,ru.sports.zenit,ru.sports.khl,ru.sports.hockey,ru.sneakerhead.android,ru.sports.nhl,am.mobile.olife,com.example.statsport,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,ru.alrosa.doctor,sutor.game.shichkomethod,ru.sports.lokomotiv,ru.sports.real,ru.mymove.app,ru.skillpoint.sergiopizza,com.future.trybaby,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev"
education,Образование,"ru.drom.pdd.android.app,com.zengalt.engster,ru.gdemoideti.parent,ru.yandex.translate,skyeng.words.prod,ru.poas.englishwords,moscow.govorit.accent,com.sgcode18.biletypdd,ru.poas.chinesewords,com.blackspoongames.hunting,ru.mos.mes,com.uchi.app,com.stdio.pue_7,com.chessking.android.learn,ru.poas.words_de_ru,com.zedtema.android.videocourses,ru.poas.spanishwords,ru.foxford.foxfordtextbook,ru.sferum.android,com.kirlanik497,ru.mes.dnevnik,com.blackspoongames.gims,com.biblio.android,org.reactivephone.pdd.lite,ru.poas.turkishwords,ru.poas.italianwords,com.memeglish.learn.english.language.words.by.memes,com.progaonline.punctuation,com.notwebstudio.ruenglish,com.stdio.a1000voltsrf,ru.poas.learn.japanese.jlpt.katakana.kana.hiragana.kanji.romaji,ru.opentrainer.app,ru.poas.frenchwords,com.severstal.severstalquizlab,uralpro.CapitalsOfTheWorld,com.sgcode18.biletygims,com.kirlanik552,ru.lexican,ru.poas.koreanwords,logoped.language.speech.therapy.zv09,logoped.language.speech.therapy.zv42,com.catdonut.smartrabbit,ru.linevo.pddabm,com.app.road,logoped.language.speech.therapy.zv01,ru.publishing1c.nik,com.ecdo,ru.poas.polishwords,com.do_apps.catalog_309,logoped.language.speech.therapy.zv43,com.Maam.ru.Openthedoor,ru.poas.learn.russian.language.words.vocabulary,com.sgcode18.biletygtn,com.do_apps.catalog_69,com.severstal.pla,com.severstal.learnmobile,ru.poas.finnishwords,logoped.language.speech.therapy.zv79,ru.mediasphera.app,logoped.language.speech.therapy.zv08,ru.tstst.schoolboy,logoped.language.speech.therapy.zv38,logoped.language.speech.therapy.zv41,com.sveza.ds,com.blackspoongames.dopog,logoped.language.speech.therapy.zv80,com.Foxford.GBL_PVP,logoped.language.speech.therapy.zv34,logoped.language.speech.therapy.zv05,logoped.language.speech.therapy.zv35,logoped.language.speech.therapy.zv40,logoped.language.speech.therapy.zv77,com.kirlanik499,logoped.language.speech.therapy.zv78,logoped.language.speech.therapy.zv10,com.labmedia.boxbattlepro,online.uclass.app,logoped.language.speech.therapy.zv39,ru.allsee.autocoach,logoped.language.speech.therapy.zv29,logoped.language.speech.therapy.zv71,logoped.language.speech.therapy.zv11,logoped.language.speech.therapy.zv75,com.do_apps.catalog_155,com.progaonline.syntax,logoped.language.speech.therapy.zv25,ru.synergy.abiturients,logoped.language.speech.therapy.zv06,logoped.language.speech.therapy.zv03,ru.nso.teacher,logoped.language.speech.therapy.zv67,logoped.language.speech.therapy.zv27,com.wInstructionGuard_11307987,com.progaonline.antiplagiat,ru.poas.czechwords,logoped.language.speech.therapy.zv76,logoped.language.speech.therapy.zv63,logoped.language.speech.therapy.zv73,logoped.language.speech.therapy.zv30,com.wZakonyiiprikazyidlyaCHO_11369195,logoped.language.speech.therapy.zv68,logoped.language.speech.therapy.zv37,logoped.language.speech.therapy.zv13,system.potato.app,ru.unitech_mo.ies,logoped.language.speech.therapy.zv72,logoped.language.speech.therapy.zv19,ru.zdorovoeobrazovanie.app,com.wRukovodstvuCHOO_11352509,com.severstal.innovation,com.equeo.ngacademy2,logoped.language.speech.therapy.zv69,logoped.language.speech.therapy.zv02,logoped.language.speech.therapy.zv04,logoped.language.speech.therapy.zv58,ru.nso.dnevnik,logoped.language.speech.therapy.zv66,logoped.language.speech.therapy.zv74,logoped.language.speech.therapy.zv31,logoped.language.speech.therapy.zv24,logoped.language.speech.therapy.zv15,logoped.language.speech.therapy.zv07,logoped.language.speech.therapy.zv47,logoped.language.speech.therapy.zv57,logoped.language.speech.therapy.zv81,logoped.language.speech.therapy.zv70,logoped.language.speech.therapy.zv14,logoped.language.speech.therapy.zv26,logoped.language.speech.therapy.zv20,logoped.language.speech.therapy.zv32,logoped.language.speech.therapy.zv23,logoped.language.speech.therapy.zv12,logoped.language.speech.therapy.zv18,logoped.language.speech.therapy.zv36,com.education72,logoped.language.speech.therapy.zv46,logoped.language.speech.therapy.zv50,logoped.language.speech.therapy.zv48,logoped.language.speech.therapy.zv64,logoped.language.speech.therapy.zv65,logoped.language.speech.therapy.zv33,logoped.language.speech.therapy.zv51,logoped.language.speech.therapy.zv62,logoped.language.speech.therapy.zv59,logoped.language.speech.therapy.zv45,logoped.language.speech.therapy.zv55,logoped.language.speech.therapy.zv52,logoped.language.speech.therapy.zv53,logoped.language.speech.therapy.zv21,logoped.language.speech.therapy.zv16,logoped.language.speech.therapy.zv28,ru.alpina.singleapp,com.Uplus.spr,com.Uplus.Suffix,logoped.language.speech.therapy.zv56,logoped.language.speech.therapy.zv54,logoped.language.speech.therapy.zv17,com.wVhodvSEPO_11194833,ru.eligovision.msk.ar.model.journal,logoped.language.speech.therapy.zv60,logoped.language.speech.therapy.zv61,logoped.language.speech.therapy.zv49,logoped.language.speech.therapy.zv44,logoped.language.speech.therapy.zv22,sutor.game.shichkomethod"
finance,Финансы,"ru.sberbankmobile,ru.vtb24.mobilebanking.android,ru.nspk.sbpay,ru.nspk.mirpay,ru.alfabank.mobile.android,ru.vtb.invest,ru.nspk.mir.loyalty,ru.sberbank.spasibo,logo.com.mbanking,ru.yoo.money,com.openbank,com.idamob.tinkoff.android,ru.alfadirect.app,ru.sovcomcard.halva.v1,ru.sberbank.investor,ru.vtb.smb,ru.letobank.Prometheus,ru.sberbank_sbbol,ru.cardsmobile.mw3,ru.gazprombank.android.mobilebank.app,ru.sberbank.sberkids,ru.mts.money,com.cetelem.cetelem_android,ru.openbroker.app,ru.psbank.msb.dev.psb_appstore,com.easypay_fssp,ru.drom.fines,ru.sberins.insureapp.android,com.openbank.msb,ru.tinkoff.investing,ru.alfabank.oavdo.amc,com.simplepayments.gkh,ru.zhuck.webapp,ru.sber.investor,com.sberbank.sberpravo,com.smp.android,ru.abrr.gas,com.simplepayments_fns,ru.sberbank.sberbankir2020,cb.ibank,com.bifit.rncbbeta,com.tochka.bank,ru.platius.mobile,ru.tinkoff.sme,com.fssp.app,ru.shtrafy_gibdd.nalogi,ru.tinkoff.invest.course,ru.psbank.invest,ru.rshb.dbo,ru.cbalkp.rel2,org.ray.fines,ru.mkb.mobile,digital.fact.saver,ru.tinkoff.mb.kids,ru.vtb.npf,ru.finam.android,ru.sravnizaim,com.simplepayments_gibdd,ru.alfacapital.lk,ru.rtlabs.mobile.ebs.android,com.simplepayments.gosoplata,ru.platiuslugi.app,ru.tcsbank.tinkoffplatinum,ru.minbank.android,ru.deposit.cards,ru.stmlabs.procheck.app,com.zaimnakarty.kreditblesk,ru.calculators.buyer,com.otkritie.daily,com.moex.finuslugi,ru.sovcombank.investor,com.app.everypay,com.e1c.MobileAccounting,ru.kredit.calculator,com.bssys.roscapretail,ru.calculator.vkladov,com.serviceit.tgc1lk,ru.tinkoff.accounting,ru.creditcards.onlain,ru.finapp.appzaymbot,com.bifit.dvbank,com.bpc.crossplatform_trading.bpc_trading,com.cofounder_app,ru.gazprombank.broker,ru.sberleasing,org.policefines.finesNotCommercial,org.bitcoinox.bitcoinoxwallet,ru.banki.banki,ru.m4bank.softpos.open,com.openbusiness.Business_calculations_rus,ru.psbank.msb.softpos,ru.yoo.kassa,com.tap2go.softpos,ru.zayman,ru.rt.mobileoffice,ru.business.online,rshb.broker.mapp,ru.autoassistent.checker,ru.yoo.sdk.kassa.payments.example.release,ru.bank_hlynov.xbank,com.kickex.android,ru.ogon.app,ru.netfinbank.application,ru.sberbank.onlineencashment,ru.plusvklad.app,ru.microloans.online,online.proga.hospitalcalc,com.uspeivziatdeneg.vdolg,com.bifit.mobile.corporate.dvbank,ru.webview.krediska,com.bssys.mbcphone.ubrir,ru.mkbb.mobile,ru.kreditclick.app,ru.vsk.insurance,ru.rosagroleasing.mobile,ru.carmoney.client,com.breackneck.mysecondprojectmoneybox,ru.rshb.urozhai,ru.genisoft.android.kozirnaya.karta,ru.rshb.ips_qr,ru.zencar.mobile.app,ru.elt.ubsmobile,com.ntk_plus.portalzhkh,ru.rshb.svoe_rodnoe,ru.rshb.privatebusiness,ru.sngb.dbo.client.android,com.bifit.mobile.ubrr,ru.ubrr.corporate,com.oilmarket,com.invoiceboxapp,com.bifit.mobile.citizen.chbrr,ru.kslabs.agorta_kassa,com.breckneck.debtbook,ru.rkeeper.reports,ru.ucs.rk_lite_pos,ru.agorta.atolWebServer,ru.ucs.rkmobwaiter5,ru.gazprombank.invest,ru.rosneft.tektorg"
foodAndDrink,Еда и напитки,"ru.burgerking,ru.sbcs.store,com.deliveryclub,ru.vkusvill,ru.hi_chef.twa,ru.cenozavr.mobile_android,ru.platius.mobile,com.holden.trendrecipes,com.app.cookup,ru.sold.fat.burner,com.boloid.dominos,com.chaihona1.app,com.training.HomeVodka,ru.farfor,ru.mybox.app,ru.kolba.app,ru.rdshop.app,com.sitiy_app,co.feip.tokyo,ru.vkusnadom.app,ru.tensor.showcase,ru.gfcrussia.android,com.m.vodovoz,xyz.appmaker.vgojow,com.example.chickenpizaa_android_compose,ru.rkeeper.reports,ru.ucs.rk_lite_pos,com.gurmanfresh.app,ru.trueapp.twopizza,ru.ucs.rkmobwaiter5,ru.skillpoint.sergiopizza,ru.saby.clients.brand.mili"
transport,Транспорт,"ru.yandex.yandexnavi,ru.dublgis.dgismobile,ru.yandex.yandexmaps,ru.rzd.pass,com.ivolk.StrelkaGPS,ru.yandex.metro,ru.aeroflot,ru.mosmetro.metro,ru.mosparking.appnew,com.sberauto.mobile,com.ivolk.estrelka,ru.farpost.dromfilter,ru.yandex.taxi,com.mybedy.antiradar.rustore,kb2.soft.fuelcalculator,ru.bloodsoft.gibddchecker,org.reactivephone,ru.reactivephone.Visitors,org.ray.auto,ru.belkacar.belkacar,com.taxsee.taxsee,ru.gibdd_pay.app,ru.invoicebox.troika.individual,ru.vin.proverka.auto,ru.tutu.tutu_emp,com.blackspoongames.gims,infobot.gibdd.vin.auto,youdrive.today,poezd.na.bilet,ru.aviabilety.deshevo,com.poputti.app,ru.mosgorpass,ru.boxberry.couriers,com.gibdd.app,ru.russpass.tourist,com.vladdrummer.autorus,ru.linevo.pddabm,aero.svo.app,ru.kih.transport.sochi,io.ionic.autoinfo,com.do_apps.catalog_309,ru.elzforesttech.gisapp,org.policefines.finesNotCommercial,ru.softinvent.bikecomp,ru.grandtrain.app,ru.invoicebox.troika,com.blackspoongames.dopog,ru.gosoplati.app,ru.antinteractive.antlivemobile,com.tisonline.ttwcome_driver,ru.sber.csradar,ru.sdt.courier,ru.gazprombank.gorodpay,su.ati.client.android,ru.allsee.autocoach,ru.android.cars7,com.smartway,ru.taxovichkof.android,ru.teligent.gazApp,com.sitronics.app,io.teamb.moyka,ru.taximaster.tmtaxicaller.id7705,com.gootax.zam211,ru.amfly.app,com.tisonline.tis_taxi,com.smarttransport.its.ordervehicle,ru.bstd.tmr_trade_in_check_app,com.tisonline.tis_driver_rl,su.ati.driver,com.wYAndeksTaksiregistratsiya_8953685,com.tisonline.tis_driver_request,com.tisonline.tis_driver,com.wfsys.carrent,ru.zencar.mobile.app,ru.rncard.virtualcard,ru.avtobandigital.app,com.transportspb.app,com.tisonline.tis_user,ru.smarttransport.monitoring_ums,lime.taxi.key.id169,com.wfsys.carfleet,ru.gruzovichkof.android,ru.taxovichkof.pult"
