package	num	trackers
com.hero.craft.mr.knight.how.loot.pull.pin.scape	22	Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,ironSource,Vungle,Tapjoy,Mintegral,Bugsnag,Tenjin,Google AdMob,IAB Open Measurement,Pangle
com.yanartnv.com.tanks	25	Google CrashLytics,Ogury Presage,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Appodeal,Vungle,Criteo,myTracker,myTarget,GameAnalytics,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine
com.Jafexe.LastDayofSurvival	0	
com.okg.mergecats	14	AppsFlyer,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Unity3d Ads,Amplitude,ironSource,myTracker,Google AdMob,IAB Open Measurement,Mail.ru
com.survival.squid.and.game	0	
uralpro.wordfromwords	2	Yandex Ad,AppMetrica
ru.progstech.mergeblocks	4	Yandex Ad,AppMetrica,Microsoft Visual Studio App Center Crashes,Microsoft Visual Studio App Center Analytics
com.maningame.fanwars.rs	1	AppMetrica
com.geography.travel.quiz	25	AppsFlyer,Ogury Presage,Google Firebase Analytics,Adjust,Facebook Ads,Facebook Analytics,Facebook Login,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Appodeal,Vungle,Criteo,myTracker,myTarget,GameAnalytics,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine
sovfin.game.noughtscrosses	2	Yandex Ad,AppMetrica
com.aigrind.warspear.rustore	7	AppsFlyer,Google CrashLytics,Google Analytics,Google Firebase Analytics,Fyber,Google Tag Manager,AppMetrica
com.tsartech.dots	7	AppsFlyer,Facebook Analytics,Facebook Login,Facebook Share,Unity3d Ads,Amplitude,Google AdMob
com.bitrebus.antarium.huawei	2	IAB Open Measurement,Huawei Mobile Services (HMS) Core
com.nevosoft.mylittleplanet	21	Google CrashLytics,Twitter MoPub,Google Firebase Analytics,Facebook Ads,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Fyber,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Vungle,myTracker,myTarget,Tapjoy,Mintegral,Google AdMob,IAB Open Measurement,Pangle,VKontakte SDK
com.brutalduckgames.rustorefarm	3	Unity3d Ads,Amplitude,Google AdMob
com.herocraft.game.free.jollydaysfarm	22	AppsFlyer,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Fyber,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Vungle,myTracker,Tapjoy,Google AdMob,IAB Open Measurement,Mail.ru,Pangle
com.fireboywatergirl.al	2	Unity3d Ads,Google AdMob
com.dekovir2.abreakerfree	17	Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Mintegral,Tenjin,Google AdMob,IAB Open Measurement
uralpro.getword	3	Yandex Ad,AppMetrica,Google AdMob
com.herocraft.game.free.spaceshipbattles	20	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Amazon Advertisement,Inmobi,Unity3d Ads,Amplitude,Vungle,myTracker,Tapjoy,Mintegral,Bugsnag,Google AdMob,IAB Open Measurement,Mail.ru
com.mordor.game	2	Google CrashLytics,Google Firebase Analytics
com.DefaultCompany.Nardi	2	Yandex Ad,AppMetrica
sovfin.game.spacerocket	2	Yandex Ad,AppMetrica
air.ru.mail.dwar	10	Google Analytics,Moat,AppLovin (MAX and SparkLabs),AdColony,Unity3d Ads,ironSource,Vungle,myTracker,IAB Open Measurement,VKontakte SDK
com.dreamcraftstudio.fantasyhearts	4	Google Firebase Analytics,AppMetrica,OneSignal,Huawei Mobile Services (HMS) Core
air.ru.vigr.mushroomers2	6	Google Analytics,Google Firebase Analytics,Google Tag Manager,OneSignal,Tapjoy,Huawei Mobile Services (HMS) Core
ru.vgtrofimov.ballsshmalls	0	
yet.another.dino	4	Google CrashLytics,Google Firebase Analytics,Kochava,Google AdMob
com.myscaryteacher.tips	3	Google Firebase Analytics,Unity3d Ads,Google AdMob
air.ru.vigr.forestbounty	6	Google Analytics,Google Firebase Analytics,Google Tag Manager,OneSignal,Tapjoy,Huawei Mobile Services (HMS) Core
com.herocraft.game.free.taptapbuilder	20	AppsFlyer,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Vungle,Tapjoy,Mintegral,Tenjin,Google AdMob,IAB Open Measurement
com.fruitshake.fairyrpg	6	AppsFlyer,Google Firebase Analytics,Facebook Analytics,Facebook Login,Facebook Share,VKontakte SDK
com.broccoligames.vegamixru	3	AppsFlyer,Google CrashLytics,Google Firebase Analytics
com.hwggames.poppy.huggy.wuggy.factory	1	GameAnalytics
sovfin.game.pukman	3	Google Firebase Analytics,Yandex Ad,AppMetrica
ru.livegames.playnet	4	Google Firebase Analytics,Facebook Analytics,Facebook Login,Facebook Share
com.creosplay.Checkers	1	AppMetrica
tech.studio3.bestcave	17	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Amazon Advertisement,Fyber,ironSource,Vungle,myTracker,myTarget,Tapjoy,Mintegral,Google AdMob,IAB Open Measurement
com.mommylonggame.ca	2	Unity3d Ads,Google AdMob
ru.zebomba.find	17	AppsFlyer,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,OneSignal,Mintegral,Google AdMob,IAB Open Measurement,Huawei Mobile Services (HMS) Core
com.tsartech.bricks	7	AppsFlyer,Facebook Analytics,Facebook Login,Facebook Share,Unity3d Ads,Amplitude,Google AdMob
ru.tmgame.client	1	AppsFlyer
uralpro.CapitalsOfTheWorld	3	Yandex Ad,AppMetrica,Google AdMob
com.herocraft.game.fruitshake.brawlking	19	Google CrashLytics,Google Firebase Analytics,Moat,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Tapjoy,Mintegral,Tenjin,Google AdMob,IAB Open Measurement
net.elvista.game101	18	Google CrashLytics,Google Firebase Analytics,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,Appodeal,Criteo,myTracker,myTarget,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine,Solar2D (Corona)
in.x42.zenbox	0	
com.DDreamgames.Hoosegow	26	AppsFlyer,Google CrashLytics,Ogury Presage,Google Firebase Analytics,Adjust,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Appodeal,Vungle,Criteo,myTracker,myTarget,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine
com.creosplay.toycar	22	AppsFlyer,Google Firebase Analytics,ChartBoost,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Fyber,Inmobi,Unity3d Ads,AppMetrica,ironSource,Vungle,myTracker,HyprMX,myTarget,Tapjoy,Google AdMob,IAB Open Measurement,Pangle
com.zmedia.wordtower	11	AppsFlyer,Google CrashLytics,Google Analytics,Google Firebase Analytics,Adjust,Facebook Analytics,Facebook Login,Facebook Share,Google Tag Manager,Unity3d Ads,Google AdMob
com.DefaultCompany.Kosinka	2	Yandex Ad,AppMetrica
uralpro.CountriesOfTheWorld	3	Yandex Ad,AppMetrica,Google AdMob
uralpro.MasterOfFinds	3	Yandex Ad,AppMetrica,Google AdMob
sovfin.game.cosmojohn	2	Yandex Ad,AppMetrica
com.DigitalOxygen.LiveDinosaurs	0	
com.aksgaming.sudoku3d	2	Google Firebase Analytics,Google AdMob
air.LovestoryJailbreak	1	Google Analytics
logoped.language.speech.therapy.zv01	0	
com.CyberRom.TwentyFortyEight	0	
games.odin.ppsv2	7	Google Firebase Analytics,Adjust,Facebook Analytics,Facebook Login,Facebook Share,ironSource,IAB Open Measurement
uralpro.Game2048	3	Yandex Ad,AppMetrica,Google AdMob
com.ARTMLOXStudio.FlySky	2	Unity3d Ads,Google AdMob
appex.game3d.maze	0	
com.Maam.ru.Openthedoor	0	
com.UltramarineGames.ColoringGarden	13	Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Unity3d Ads,ironSource,Vungle,Tapjoy,Google AdMob,IAB Open Measurement,Pangle
logoped.language.speech.therapy.zv79	0	
com.herocraft.game.mafioso.gangster.paradise.pvp	24	AppsFlyer,Flurry,Google CrashLytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Inmobi,Unity3d Ads,Yandex Ad,AppMetrica,Vungle,myTracker,OneSignal,Tapjoy,Mintegral,GameAnalytics,Google AdMob,IAB Open Measurement,Pangle
com.nemesisgamestudio.HardCorePlatformer	2	Unity3d Ads,Google AdMob
logoped.language.speech.therapy.zv80	0	
logoped.language.speech.therapy.zv05	0	
logoped.language.speech.therapy.zv77	0	
ru.dev_professional.ru.xoonline	2	Google Firebase Analytics,Google AdMob
com.CyberRom.SodaDefender	3	Unity3d Ads,Amplitude,Google AdMob
com.kirlanik499	6	Yandex Ad,AppMetrica,myTracker,myTarget,Google AdMob,IAB Open Measurement
logoped.language.speech.therapy.zv78	0	
com.LittleStories.DivinationQRCode	19	Ogury Presage,Facebook Ads,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Appodeal,Vungle,Criteo,myTracker,myTarget,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine
bel.argun.candycoloration	2	Yandex Ad,AppMetrica
com.dumham.PuzzleBox	2	Unity3d Ads,Google AdMob
logoped.language.speech.therapy.zv71	0	
logoped.language.speech.therapy.zv75	0	
logoped.language.speech.therapy.zv06	0	
logoped.language.speech.therapy.zv03	0	
logoped.language.speech.therapy.zv67	0	
com.sawaProduct.findme	2	Yandex Ad,AppMetrica
logoped.language.speech.therapy.zv76	0	
logoped.language.speech.therapy.zv73	0	
logoped.language.speech.therapy.zv68	0	
logoped.language.speech.therapy.zv72	0	
logoped.language.speech.therapy.zv69	0	
logoped.language.speech.therapy.zv02	0	
logoped.language.speech.therapy.zv04	0	
logoped.language.speech.therapy.zv66	0	
logoped.language.speech.therapy.zv74	0	
ru.hwgame.three	3	Google Firebase Analytics,Unity3d Ads,Google AdMob
logoped.language.speech.therapy.zv81	0	
logoped.language.speech.therapy.zv70	0	
logoped.language.speech.therapy.zv64	0	
logoped.language.speech.therapy.zv65	0	
ru.hwgame.one	3	Google Firebase Analytics,Unity3d Ads,Google AdMob
ru.hwgame.two	3	Google Firebase Analytics,Unity3d Ads,Google AdMob
