package	num	num_dang	perm_normal	perm_dang
ru.rian.dynamics	27	2	android.permission.READ_APP_BADGE,com.google.android.c2dm.permission.RECEIVE,ru.rian.dynamics.permission.C2D_MESSAGE,com.majeur.launcher.permission.UPDATE_BADGE,com.huawei.android.launcher.permission.READ_SETTINGS,com.htc.launcher.permission.UPDATE_SHORTCUT,com.huawei.android.launcher.permission.CHANGE_BADGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.USE_CREDENTIALS,me.everything.badger.permission.BADGE_COUNT_WRITE,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.INTERNET,com.oppo.launcher.permission.WRITE_SETTINGS,android.permission.WAKE_LOCK,com.sec.android.provider.badge.permission.WRITE,com.htc.launcher.permission.READ_SETTINGS,com.anddoes.launcher.permission.UPDATE_COUNT,com.sec.android.provider.badge.permission.READ,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.RECEIVE_BOOT_COMPLETED,com.oppo.launcher.permission.READ_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,android.permission.ACCESS_NETWORK_STATE,android.permission.VIBRATE	android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE
com.sputniknews.sputnik	14	0	android.permission.INTERNET,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,android.permission.ACCESS_NETWORK_STATE,android.permission.VIBRATE,me.everything.badger.permission.BADGE_COUNT_WRITE,android.permission.READ_APP_BADGE,android.permission.WAKE_LOCK,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.sputniknews.sputnik.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.FOREGROUND_SERVICE	
ru.vedomosti.android	31	4	com.sonyericsson.home.permission.BROADCAST_BADGE,ru.vedomosti.android.permission.C2D_MESSAGE,com.oppo.launcher.permission.READ_SETTINGS,me.everything.badger.permission.BADGE_COUNT_READ,com.anddoes.launcher.permission.UPDATE_COUNT,com.android.vending.BILLING,android.permission.VIBRATE,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK,android.permission.FOREGROUND_SERVICE,com.sec.android.provider.badge.permission.WRITE,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.sec.android.provider.badge.permission.READ,com.htc.launcher.permission.UPDATE_SHORTCUT,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.huawei.android.launcher.permission.CHANGE_BADGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,ru.vedomosti.android.C2D_MESSAGE,com.majeur.launcher.permission.UPDATE_BADGE,com.oppo.launcher.permission.WRITE_SETTINGS,android.permission.READ_APP_BADGE,com.htc.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.READ_SETTINGS,me.everything.badger.permission.BADGE_COUNT_WRITE	android.permission.READ_PHONE_STATE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.GET_ACCOUNTS,android.permission.READ_EXTERNAL_STORAGE
ru.sport24	9	3	com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE	android.permission.READ_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE
ru.boloid.lifenews	33	7	com.huawei.android.launcher.permission.READ_SETTINGS,com.sonyericsson.home.permission.BROADCAST_BADGE,com.htc.launcher.permission.UPDATE_SHORTCUT,com.majeur.launcher.permission.UPDATE_BADGE,me.everything.badger.permission.BADGE_COUNT_READ,com.oppo.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.c2dm.permission.RECEIVE,android.permission.READ_APP_BADGE,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.WRITE_SETTINGS,ru.boloid.lifenews.permission.C2D_MESSAGE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,me.everything.badger.permission.BADGE_COUNT_WRITE,android.permission.INTERNET,com.anddoes.launcher.permission.UPDATE_COUNT,com.sec.android.provider.badge.permission.READ,android.permission.WAKE_LOCK,android.permission.VIBRATE,com.sec.android.provider.badge.permission.WRITE,android.permission.ACCESS_WIFI_STATE,com.htc.launcher.permission.READ_SETTINGS	android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.RECORD_AUDIO,android.permission.WRITE_EXTERNAL_STORAGE
com.severstal.info	11	2	android.permission.USE_FINGERPRINT,android.permission.USE_BIOMETRIC,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK	android.permission.WRITE_CONTACTS,android.permission.CAMERA
tv.lfstrm.smotreshka	14	2	android.permission.REQUEST_INSTALL_PACKAGES,com.android.vending.BILLING,tv.lfstrm.smotreshka.permission.PUSH_PROVIDER,android.permission.INTERNET,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.VIBRATE,android.permission.ACCESS_WIFI_STATE,android.permission.FOREGROUND_SERVICE,tv.lfstrm.smotreshka.permission.PROCESS_PUSH_MSG,android.permission.ACCESS_NETWORK_STATE	android.permission.ACCESS_COARSE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE
ru.publishing1c.nik	12	1	android.permission.ACCESS_NETWORK_STATE,android.permission.USE_BIOMETRIC,android.permission.VIBRATE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.USE_FINGERPRINT,android.permission.MODIFY_AUDIO_SETTINGS,com.android.vending.BILLING,android.permission.INTERNET,android.permission.BLUETOOTH,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.WRITE_EXTERNAL_STORAGE
ru.sports.spartak	14	3	android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,com.android.vending.BILLING,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.VIBRATE,com.google.android.c2dm.permission.RECEIVE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR,android.permission.WRITE_CALENDAR
media.aboutrussia	14	5	android.permission.ACCESS_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_NETWORK_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK,android.permission.VIBRATE	android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION,android.permission.CAMERA,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE
media.worldpotatoco	14	5	android.permission.VIBRATE,android.permission.ACCESS_NETWORK_STATE,android.permission.FOREGROUND_SERVICE,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_WIFI_STATE	android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION
system.potato.app	13	4	android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_EXTERNAL_STORAGE
ru.sports.euro2016liverus	14	3	android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,com.android.vending.BILLING,com.google.android.gms.permission.AD_ID	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR,android.permission.WRITE_CALENDAR
ru.sports.zenit	14	3	android.permission.VIBRATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,com.android.vending.BILLING,android.permission.FOREGROUND_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR,android.permission.WRITE_CALENDAR
ru.sports.khl	14	3	com.google.android.gms.permission.AD_ID,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.WRITE_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR
ru.tsarday.clan	4	0	com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE	
ru.sports.hockey	14	3	android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,com.android.vending.BILLING,com.google.android.gms.permission.AD_ID,com.google.android.c2dm.permission.RECEIVE,android.permission.VIBRATE,android.permission.WAKE_LOCK,android.permission.FOREGROUND_SERVICE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.WRITE_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR
ru.sports.nhl	14	3	android.permission.ACCESS_WIFI_STATE,com.google.android.gms.permission.AD_ID,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.c2dm.permission.RECEIVE,com.android.vending.BILLING,android.permission.WAKE_LOCK,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_NETWORK_STATE	android.permission.WRITE_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR
ru.sports.cska	14	3	android.permission.WAKE_LOCK,android.permission.VIBRATE,android.permission.ACCESS_WIFI_STATE,com.android.vending.BILLING,com.google.android.gms.permission.AD_ID,android.permission.FOREGROUND_SERVICE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.READ_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_CALENDAR
ru.sports.epl	14	3	com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK,android.permission.VIBRATE,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,com.android.vending.BILLING,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,com.google.android.gms.permission.AD_ID	android.permission.READ_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_CALENDAR
ru.sports.rfpl	14	3	android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,android.permission.WAKE_LOCK,com.google.android.gms.permission.AD_ID,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,com.android.vending.BILLING	android.permission.WRITE_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR
com.nordgold.app.ru	8	3	android.permission.FOREGROUND_SERVICE,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CAMERA
ru.sports.lokomotiv	14	3	com.android.vending.BILLING,com.google.android.gms.permission.AD_ID,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET,android.permission.WAKE_LOCK,android.permission.VIBRATE,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_WIFI_STATE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR,android.permission.WRITE_CALENDAR
ru.sports.real	14	3	com.android.vending.BILLING,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK	android.permission.WRITE_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CALENDAR
ru.sports.barcelona	14	3	android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WAKE_LOCK,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.gms.permission.AD_ID,com.android.vending.BILLING,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET	android.permission.WRITE_CALENDAR,android.permission.READ_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE
ru.sports.manutd	14	3	android.permission.ACCESS_NETWORK_STATE,com.android.vending.BILLING,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,com.google.android.gms.permission.AD_ID,android.permission.VIBRATE,android.permission.FOREGROUND_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_CALENDAR,android.permission.READ_CALENDAR
ru.sports.juventus	14	3	android.permission.ACCESS_NETWORK_STATE,android.permission.VIBRATE,android.permission.INTERNET,android.permission.WAKE_LOCK,com.android.vending.BILLING,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_WIFI_STATE,android.permission.FOREGROUND_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.c2dm.permission.RECEIVE,com.google.android.gms.permission.AD_ID	android.permission.READ_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_CALENDAR
ru.sports.khl_salavat_ulaev	14	3	android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK,android.permission.ACCESS_WIFI_STATE,com.google.android.gms.permission.AD_ID,com.android.vending.BILLING,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE	android.permission.READ_CALENDAR,android.permission.WRITE_CALENDAR,android.permission.WRITE_EXTERNAL_STORAGE
