id	num	is_danger	apps
com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	33	False	ru.rostel,ru.gosuslugi.auto,ru.gosuslugi.pos,ru.mosreg.ekjp,ru.mos.app,ru.alrosa.dp,ru.gosuslugi.culture,ru.mosreg.uslugi.mobile.beta,ru.altarix.mos.pgu,ru.mos.polls,com.fssp.app,ru.tstst.mysubsidie,ru.shtrafy_gibdd.nalogi,ru.mos.ed,com.minsvyaz.gosuslugi.stopcorona,ru.gibdd_pay.app,ru.altarix.mos.reception,com.gibdd.app,com.sc.mfcnso,ru.mosreg.easuz.portal,com.venul.region72,ru.orb.ag2,ru.orb.mfc.mobile,ru.tyumen.telemed,com.gkh72,com.asoft.mfcmobile,info.esoft.ko,ru.iserv.nk,ru.rosagroleasing.mobile,com.smarttransport.its.ordervehicle,com.firstforma.dialog,ru.smarttransport.monitoring_ums,com.application.ttssm
com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY	2	False	ru.rostel,ru.gosuslugi.auto
android.permission.CAMERA	28	True	ru.rostel,ru.gosuslugi.auto,ru.gosuslugi.pos,ru.gosuslugi.goskey,ru.mosreg.ekjp,ru.mos.app,ru.gosuslugi.culture,ru.mosreg.uslugi.mobile.beta,ru.altarix.mos.pgu,ru.mos.polls,ru.tstst.mysubsidie,ru.shtrafy_gibdd.nalogi,ru.mos.ed,com.minsvyaz.gosuslugi.stopcorona,ru.altarix.mos.reception,com.uip.gosuslugi2,com.uip.inspector,ru.orb.ag2,ru.orb.mfc.mobile,ru.tyumen.telemed,info.esoft.ko,ru.iserv.nk,com.lsbr.call03,com.smarttransport.its.ordervehicle,com.firstforma.dialog,ru.docsystems.peopleinspector,ru.katharsis.office,com.simplight.webclient
com.fingerprints.service.ACCESS_FINGERPRINT_MANAGER	2	False	ru.rostel,ru.gosuslugi.auto
com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA	3	False	ru.rostel,ru.gosuslugi.goskey,ru.gibdd_pay.app
android.permission.REQUEST_INSTALL_PACKAGES	5	False	ru.rostel,ru.gosuslugi.goskey,com.uip.gosuslugi2,ru.nso.agro,com.example.statsport
android.permission.BLUETOOTH	12	False	ru.rostel,ru.gosuslugi.auto,ru.gosuslugi.pos,ru.mosreg.ekjp,ru.gosuslugi.culture,com.venul.region72,ru.tyumen.telemed,com.asoft.mfcmobile,info.esoft.ko,com.smarttransport.its.ordervehicle,com.firstforma.dialog,ru.smarttransport.monitoring_ums
com.sonyericsson.home.permission.BROADCAST_BADGE	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
me.everything.badger.permission.BADGE_COUNT_WRITE	9	False	ru.gosuslugi.pos,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.sonymobile.home.permission.PROVIDER_INSERT_BADGE	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
android.permission.RECORD_AUDIO	10	True	ru.gosuslugi.pos,ru.mosreg.ekjp,ru.mos.app,ru.gosuslugi.culture,ru.mosreg.uslugi.mobile.beta,ru.mos.ed,com.uip.inspector,ru.orb.ag2,ru.tyumen.telemed,com.firstforma.dialog
android.permission.READ_APP_BADGE	9	False	ru.gosuslugi.pos,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
com.oppo.launcher.permission.READ_SETTINGS	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
android.permission.ACCESS_MEDIA_LOCATION	1	False	ru.gosuslugi.pos
com.huawei.android.launcher.permission.CHANGE_BADGE	10	False	ru.gosuslugi.pos,ru.gosuslugi.goskey,com.fssp.app,ru.shtrafy_gibdd.nalogi,com.uip.gosuslugi2,com.gibdd.app,com.uip.crowdcontrol,ru.orb.ag2,ru.nso.agro,ru.rosagroleasing.mobile
