id	num	is_danger	apps
com.google.android.c2dm.permission.RECEIVE	36	False	ru.ria.ria,ru.ntv.today,ru.mail.mailnews,ru.rbc.news.starter,ru.ria.radiosputnik,ru.rian.inosmi,com.tjuraniaapp,ru.ideast.gazeta,ru.rian.dynamics,com.sputniknews.sputnik,ru.vedomosti.android,ru.sport24,ru.boloid.lifenews,com.severstal.info,tv.lfstrm.smotreshka,ru.publishing1c.nik,ru.sports.spartak,media.aboutrussia,media.worldpotatoco,system.potato.app,ru.sports.euro2016liverus,ru.sports.zenit,ru.sports.khl,ru.tsarday.clan,ru.sports.hockey,ru.sports.nhl,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,com.nordgold.app.ru,ru.sports.lokomotiv,ru.sports.real,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev
android.permission.READ_EXTERNAL_STORAGE	12	True	ru.ria.ria,ru.mail.mailnews,ru.ria.radiosputnik,ru.rian.inosmi,ru.rian.dynamics,ru.vedomosti.android,ru.sport24,ru.boloid.lifenews,media.aboutrussia,media.worldpotatoco,system.potato.app,com.nordgold.app.ru
me.everything.badger.permission.BADGE_COUNT_READ	8	False	ru.ria.ria,ru.ria.radiosputnik,ru.rian.inosmi,ru.ideast.gazeta,ru.rian.dynamics,com.sputniknews.sputnik,ru.vedomosti.android,ru.boloid.lifenews
com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	36	False	ru.ria.ria,ru.ntv.today,ru.mail.mailnews,ru.rbc.news.starter,ru.ria.radiosputnik,ru.rian.inosmi,com.tjuraniaapp,ru.ideast.gazeta,com.rg_mobile.prod,ru.rian.dynamics,com.sputniknews.sputnik,ru.vedomosti.android,ru.sport24,ru.boloid.lifenews,com.severstal.info,tv.lfstrm.smotreshka,ru.publishing1c.nik,ru.sports.spartak,media.aboutrussia,media.worldpotatoco,system.potato.app,ru.sports.euro2016liverus,ru.sports.zenit,ru.sports.khl,ru.sports.hockey,ru.sports.nhl,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,com.nordgold.app.ru,ru.sports.lokomotiv,ru.sports.real,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev
android.permission.FOREGROUND_SERVICE	32	False	ru.ria.ria,ru.ntv.today,ru.mail.mailnews,ru.rbc.news.starter,ru.ria.radiosputnik,ru.rian.inosmi,com.tjuraniaapp,ru.ideast.gazeta,com.sputniknews.sputnik,ru.vedomosti.android,ru.boloid.lifenews,com.severstal.info,tv.lfstrm.smotreshka,ru.sports.spartak,media.aboutrussia,media.worldpotatoco,system.potato.app,ru.sports.euro2016liverus,ru.sports.zenit,ru.sports.khl,ru.sports.hockey,ru.sports.nhl,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,com.nordgold.app.ru,ru.sports.lokomotiv,ru.sports.real,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev
android.permission.RECEIVE_BOOT_COMPLETED	28	False	ru.ria.ria,ru.mail.mailnews,ru.rbc.news.starter,ru.ria.radiosputnik,ru.rian.inosmi,ru.ideast.gazeta,ru.rian.dynamics,com.sputniknews.sputnik,ru.vedomosti.android,ru.boloid.lifenews,ru.sports.spartak,media.aboutrussia,media.worldpotatoco,system.potato.app,ru.sports.euro2016liverus,ru.sports.zenit,ru.sports.khl,ru.sports.hockey,ru.sports.nhl,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,ru.sports.lokomotiv,ru.sports.real,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev
android.permission.ACCESS_NETWORK_STATE	36	False	ru.ria.ria,ru.ntv.today,ru.mail.mailnews,ru.rbc.news.starter,ru.ria.radiosputnik,ru.rian.inosmi,com.tjuraniaapp,ru.ideast.gazeta,com.rg_mobile.prod,ru.rian.dynamics,com.sputniknews.sputnik,ru.vedomosti.android,ru.sport24,ru.boloid.lifenews,com.severstal.info,tv.lfstrm.smotreshka,ru.publishing1c.nik,ru.sports.spartak,media.aboutrussia,media.worldpotatoco,system.potato.app,ru.sports.euro2016liverus,ru.sports.zenit,ru.sports.khl,ru.tsarday.clan,ru.sports.hockey,ru.sports.nhl,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,ru.sports.lokomotiv,ru.sports.real,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev
me.everything.badger.permission.BADGE_COUNT_WRITE	8	False	ru.ria.ria,ru.ria.radiosputnik,ru.rian.inosmi,ru.ideast.gazeta,ru.rian.dynamics,com.sputniknews.sputnik,ru.vedomosti.android,ru.boloid.lifenews
android.permission.WRITE_EXTERNAL_STORAGE	32	True	ru.ria.ria,ru.mail.mailnews,ru.rbc.news.starter,ru.ria.radiosputnik,ru.rian.inosmi,com.tjuraniaapp,ru.ideast.gazeta,ru.rian.dynamics,ru.vedomosti.android,ru.sport24,ru.boloid.lifenews,tv.lfstrm.smotreshka,ru.publishing1c.nik,ru.sports.spartak,media.aboutrussia,media.worldpotatoco,system.potato.app,ru.sports.euro2016liverus,ru.sports.zenit,ru.sports.khl,ru.sports.hockey,ru.sports.nhl,ru.sports.cska,ru.sports.epl,ru.sports.rfpl,com.nordgold.app.ru,ru.sports.lokomotiv,ru.sports.real,ru.sports.barcelona,ru.sports.manutd,ru.sports.juventus,ru.sports.khl_salavat_ulaev
com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY	4	False	ru.ria.ria,ru.ria.radiosputnik,ru.rian.inosmi,com.sputniknews.sputnik
