package	title	creator	description	version	trackers_num	trackers	perm_num_total	perm_num_dang	perm_normal	perm_dang
com.openbank	Банк Открытие	ПАО Банк «ФК Открытие»	Мобильный банк в вашем телефоне 24/7	2.72	5	AppsFlyer,Google CrashLytics,Google Firebase Analytics,AppMetrica,Huawei Mobile Services (HMS) Core	30	9	android.permission.WRITE_SETTINGS,android.permission.NFC,android.permission.VIBRATE,android.permission.USE_FINGERPRINT,android.permission.FOREGROUND_SERVICE,android.permission.QUERY_ALL_PACKAGES,android.permission.BLUETOOTH,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.openbank.permission.PROCESS_PUSH_MSG,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.USE_BIOMETRIC,com.google.android.c2dm.permission.RECEIVE,com.openbank.permission.pushserver.RECEIVE,android.permission.INTERNET,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WAKE_LOCK,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_WIFI_STATE,com.openbank.permission.PUSH_PROVIDER	android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.WRITE_CALENDAR,android.permission.READ_CONTACTS,android.permission.READ_PHONE_STATE,android.permission.CAMERA,android.permission.ACCESS_FINE_LOCATION,android.permission.RECORD_AUDIO,android.permission.ACCESS_COARSE_LOCATION
com.idamob.tinkoff.android	Тинькофф Мобильный банк	АО «Тинькофф Банк»	Управляйте финансами в приложении онлайн	6.5.5	7	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Amplitude,Microsoft Visual Studio App Center Crashes,Microsoft Visual Studio App Center Analytics,Huawei Mobile Services (HMS) Core	36	11	android.permission.USE_FULL_SCREEN_INTENT,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET,android.permission.CHANGE_WIFI_STATE,android.permission.SCHEDULE_EXACT_ALARM,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,android.permission.BLUETOOTH,android.permission.NFC,android.permission.FOREGROUND_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.USE_FINGERPRINT,com.google.android.c2dm.permission.RECEIVE,android.permission.CHANGE_NETWORK_STATE,android.permission.USE_BIOMETRIC,android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,android.permission.VIBRATE,com.idamob.tinkoff.android.permission.PUSH_PROVIDER,com.idamob.tinkoff.android.permission.pushserver.RECEIVE,android.permission.WAKE_LOCK,android.permission.ACCESS_NETWORK_STATE,android.permission.QUERY_ALL_PACKAGES,android.permission.BLUETOOTH_ADMIN,com.idamob.tinkoff.android.permission.PROCESS_PUSH_MSG,android.permission.ACCESS_WIFI_STATE,android.permission.MODIFY_AUDIO_SETTINGS	android.permission.READ_CALENDAR,android.permission.READ_CONTACTS,android.permission.READ_PHONE_NUMBERS,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.RECORD_AUDIO,android.permission.READ_PHONE_STATE,android.permission.CAMERA,android.permission.ACCESS_COARSE_LOCATION,android.permission.WRITE_CALENDAR
ru.alfadirect.app	Альфа-Инвестиции	"АО ""Альфа-Банк"""	Инвестиции в акции, облигации, валюту.	2.16.0	10	AppsFlyer,Flurry,Google CrashLytics,Google Analytics,Google Firebase Analytics,Google Tag Manager,Snowplow,AppMetrica,myTracker,Huawei Mobile Services (HMS) Core	23	5	android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.USE_CREDENTIALS,android.permission.ACCESS_WIFI_STATE,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,android.permission.USE_FINGERPRINT,android.permission.ACCESS_NETWORK_STATE,android.permission.GET_TASKS,android.permission.MANAGE_ACCOUNTS,android.permission.USE_BIOMETRIC,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,ru.alfadirect.app.permission.pushserver.RECEIVE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.GET_ACCOUNTS,android.permission.READ_PHONE_STATE,android.permission.CAMERA
ru.sovcomcard.halva.v1	Халва – Совкомбанк	Публичное акционерное общество «Совкомбанк»	Банковский офис на экране смартфона!	6.7.0	6	AppsFlyer,Google CrashLytics,Google Firebase Analytics,AppMetrica,Google AdMob,Huawei Mobile Services (HMS) Core	40	9	android.permission.MODIFY_AUDIO_SETTINGS,ru.rtlabs.mobile.ebs.permission.VERIFICATION,ru.sovcomcard.halva.v1.permission.pushserver.RECEIVE,android.permission.INTERNET,com.google.android.c2dm.permission.RECEIVE,android.permission.BLUETOOTH,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.ACCESS_WIFI_STATE,android.permission.NFC,com.google.android.gms.permission.AD_ID,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.CHANGE_WIFI_STATE,android.permission.WAKE_LOCK,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,android.permission.ACCESS_NETWORK_STATE,android.permission.VIBRATE,android.permission.QUICKBOOT_POWERON,android.permission.USE_FINGERPRINT,android.permission.REORDER_TASKS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.FOREGROUND_SERVICE,ru.sovcomcard.halva.v1.permission.PUSH_PROVIDER,android.permission.SYSTEM_ALERT_WINDOW,android.permission.READ_PROFILE,android.permission.BLUETOOTH_ADMIN,android.permission.USE_FULL_SCREEN_INTENT,android.permission.USE_BIOMETRIC,ru.sovcomcard.halva.v1.permission.PROCESS_PUSH_MSG,android.permission.CHANGE_NETWORK_STATE,ru.sovcomcard.halva.v1.permission.C2D_MESSAGE	android.permission.READ_PHONE_STATE,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.GET_ACCOUNTS,android.permission.RECORD_AUDIO,android.permission.READ_CONTACTS,android.permission.READ_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE
ru.sberbank.investor	СберИнвестор X	ПАО Сбербанк	Ваш онлайн брокер 	1.19.0	6	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Dynatrace,AppMetrica,Huawei Mobile Services (HMS) Core	22	4	android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_COARSE_UPDATES,android.permission.USE_BIOMETRIC,android.permission.INTERNET,android.permission.BLUETOOTH,android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.gms.permission.AD_ID,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.USE_FINGERPRINT,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,ru.sberbank.investor.permission.PROCESS_PUSH_MSG,android.permission.WAKE_LOCK,ru.sberbank.investor.permission.PUSH_PROVIDER,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.FOREGROUND_SERVICE	android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_PHONE_STATE,android.permission.WRITE_EXTERNAL_STORAGE
ru.vtb.smb	ВТБ Бизнес Lite	Банк ВТБ (ПАО)	Банк там, где удобно вашему делу	1.2209.0.214	2	AppMetrica,Huawei Mobile Services (HMS) Core	30	7	android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,android.permission.CHANGE_WIFI_STATE,ru.vtb.smb.permission.C2D_MESSAGE,android.permission.INTERNET,com.google.android.gms.permission.AD_ID,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.BLUETOOTH_ADMIN,android.permission.WAKE_LOCK,android.permission.USE_BIOMETRIC,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,ru.vtb.smb.permission.pushserver.RECEIVE,ru.vtb.smb.permission.PROCESS_PUSH_MSG,android.permission.REORDER_TASKS,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.VIBRATE,ru.vtb.smb.permission.PUSH_PROVIDER,android.permission.USE_FINGERPRINT,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.BLUETOOTH	android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.CALL_PHONE,android.permission.ACCESS_COARSE_LOCATION,android.permission.CAMERA,android.permission.READ_CONTACTS
ru.letobank.Prometheus	Почта Банк	" АО ""Почта Банк"""	Официальное приложение «Почта Банка»	3.25.0	2	Google CrashLytics,Google Firebase Analytics	45	8	com.majeur.launcher.permission.UPDATE_BADGE,android.permission.WAKE_LOCK,com.oppo.launcher.permission.WRITE_SETTINGS,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,android.permission.SYSTEM_ALERT_WINDOW,android.permission.VIBRATE,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.READ_APP_BADGE,com.sonyericsson.home.permission.BROADCAST_BADGE,android.permission.CHANGE_NETWORK_STATE,com.huawei.permission.external_app_settings.USE_COMPONENT,com.htc.launcher.permission.UPDATE_SHORTCUT,android.permission.CHANGE_WIFI_STATE,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.USE_BIOMETRIC,com.htc.launcher.permission.READ_SETTINGS,android.permission.GET_PACKAGE_SIZE,me.everything.badger.permission.BADGE_COUNT_WRITE,android.permission.NFC,android.permission.QUERY_ALL_PACKAGES,oppo.permission.OPPO_COMPONENT_SAFE,com.anddoes.launcher.permission.UPDATE_COUNT,android.permission.USE_FINGERPRINT,android.permission.ACCESS_NETWORK_STATE,com.oppo.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.ACCESS_WIFI_STATE,com.sec.android.provider.badge.permission.WRITE,com.google.android.c2dm.permission.RECEIVE,android.permission.FOREGROUND_SERVICE,com.sec.android.provider.badge.permission.READ,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.INTERNET,android.permission.RECEIVE_BOOT_COMPLETED	android.permission.ACCESS_FINE_LOCATION,android.permission.CALL_PHONE,android.permission.READ_PHONE_STATE,android.permission.READ_CONTACTS,android.permission.READ_EXTERNAL_STORAGE,android.permission.CAMERA,android.permission.ACCESS_COARSE_LOCATION,android.permission.RECORD_AUDIO
ru.sberbank_sbbol	СберБизнес	ПАО Сбербанк	СберБизнес для юр.лиц	3.34.0	4	AppsFlyer,Google CrashLytics,Google Firebase Analytics,AppMetrica	31	7	android.permission.BLUETOOTH_ADMIN,android.permission.USE_BIOMETRIC,android.permission.ACCESS_NETWORK_STATE,android.permission.CHANGE_NETWORK_STATE,android.permission.BLUETOOTH_CONNECT,android.permission.NFC,android.permission.VIBRATE,android.permission.MODIFY_AUDIO_SETTINGS,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.QUERY_ALL_PACKAGES,android.permission.INTERNET,android.permission.MANAGE_EXTERNAL_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WAKE_LOCK,android.permission.USB_PERMISSION,android.permission.ACCESS_WIFI_STATE,android.permission.CHANGE_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.providers.gsf.permission.READ_GSERVICES,android.permission.STORAGE,android.permission.USE_FINGERPRINT,android.permission.REQUEST_DELETE_PACKAGES,android.permission.BLUETOOTH	android.permission.CAMERA,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_CONTACTS,android.permission.RECORD_AUDIO,android.permission.WRITE_EXTERNAL_STORAGE
ru.cardsmobile.mw3	Кошелёк: дисконтные карты	ООО «Бесконтакт»	Дисконтные карты в смартфоне	7.67.1	3	AppsFlyer,Google CrashLytics,Google Firebase Analytics	23	6	android.permission.INTERNET,android.permission.NFC,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.USE_BIOMETRIC,com.samsung.android.providers.hostActivity.permission.WRITE_USE_APP_FEATURE_SURVEY,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_SETTINGS,android.permission.FOREGROUND_SERVICE,com.google.android.c2dm.permission.RECEIVE,android.permission.VIBRATE,android.permission.DISABLE_KEYGUARD,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.USE_FACERECOGNITION,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK,android.permission.USE_FINGERPRINT	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.CAMERA,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE
ru.gazprombank.android.mobilebank.app	Газпромбанк	Газпромбанк	Одно приложение вместо тысячи отделений	2.3.1	5	AppsFlyer,Google Firebase Analytics,AppMetrica,Microsoft Visual Studio App Center Crashes,Huawei Mobile Services (HMS) Core	39	9	android.permission.HIGH_SAMPLING_RATE_SENSORS,com.google.android.gms.permission.ACTIVITY_RECOGNITION,android.permission.USE_FINGERPRINT,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.WAKE_LOCK,android.permission.BLUETOOTH,com.google.android.c2dm.permission.RECEIVE,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,com.huawei.permission.sec.MDM.v2,com.huawei.permission.external_app_settings.USE_COMPONENT,android.permission.FOREGROUND_SERVICE,android.permission.SCHEDULE_EXACT_ALARM,android.permission.QUERY_ALL_PACKAGES,android.permission.ACCESS_MEDIA_LOCATION,android.permission.CHANGE_WIFI_STATE,ru.gazprombank.android.mobilebank.app.permission.PROCESS_PUSH_MSG,com.google.android.providers.gsf.permission.READ_GSERVICES,com.hihonor.permission.sec.MDM.v2,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_WIFI_STATE,oppo.permission.OPPO_COMPONENT_SAFE,android.permission.INTERNET,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,android.permission.BLUETOOTH_ADMIN,android.permission.VIBRATE,ru.gazprombank.android.mobilebank.app.permission.PUSH_PROVIDER	android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_CONTACTS,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_PHONE_STATE,android.permission.ACCESS_FINE_LOCATION,android.permission.CALL_PHONE,android.permission.RECORD_AUDIO
ru.sberbank.sberkids	СберKids	ПАО Сбербанк	Приложение с детской СберКартой	3.1.0	2	Google CrashLytics,Google Firebase Analytics	21	4	com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.WRITE_SYNC_SETTINGS,android.permission.MANAGE_ACCOUNTS,com.google.android.c2dm.permission.RECEIVE,android.permission.WAKE_LOCK,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.READ_PROFILE,android.permission.INTERNET,android.permission.USE_FINGERPRINT,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.VIBRATE,android.permission.REQUEST_DELETE_PACKAGES,android.permission.ACCESS_WIFI_STATE,android.permission.USE_BIOMETRIC,android.permission.USE_CREDENTIALS	android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.CAMERA,android.permission.GET_ACCOUNTS
ru.mts.money	МТС Банк	ПАО МТС	Банк рядом: платежи, кредиты, кешбэк	1.47.1	4	AppsFlyer,Google CrashLytics,Google Firebase Analytics,AppMetrica	42	9	com.oppo.launcher.permission.WRITE_SETTINGS,android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_UPDATES,android.permission.USE_FINGERPRINT,com.sec.android.provider.badge.permission.READ,com.huawei.android.launcher.permission.READ_SETTINGS,android.permission.CHANGE_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.browser.permission.READ_HISTORY_BOOKMARKS,android.permission.VIBRATE,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_SUPERUSER,android.permission.GET_TASKS,android.permission.AUTHENTICATE_ACCOUNTS,android.permission.READ_LOGS,android.permission.ACCESS_WIFI_STATE,com.sec.android.provider.badge.permission.WRITE,com.google.android.providers.gsf.permission.READ_GSERVICES,com.oppo.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_NETWORK_STATE,android.permission.NFC,android.permission.INTERNET,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.USE_BIOMETRIC,android.permission.MANAGE_ACCOUNTS,android.permission.FOREGROUND_SERVICE,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.FLASHLIGHT,android.permission.USE_CREDENTIALS,android.permission.CHANGE_NETWORK_STATE,android.permission.WAKE_LOCK	android.permission.READ_CONTACTS,android.permission.GET_ACCOUNTS,android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.CALL_PHONE,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION
com.cetelem.cetelem_android	Сетелем - Мой Банк	«Сетелем Банк» ООО	Бесплатный сервис обслуживания	2.3.22	2	Google CrashLytics,AppMetrica	18	8	android.permission.USE_FINGERPRINT,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK,android.permission.ACCESS_WIFI_STATE,android.permission.BLUETOOTH, android.permission.USE_BIOMETRIC,android.permission.VIBRATE,android.permission.CHANGE_NETWORK_STATE,android.permission.INTERNET	android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.RECORD_AUDIO,android.permission.READ_CONTACTS,android.permission.CAMERA
ru.openbroker.app	Открытие Инвестиции	Открытие Инвестиции	Акции, облигации, фонды	3.15.0	5	Google CrashLytics,Google Firebase Analytics,Amplitude,AppMetrica,myTracker	45	7	android.permission.USE_FINGERPRINT,com.htc.launcher.permission.UPDATE_SHORTCUT,android.permission.CHANGE_WIFI_STATE,com.google.android.providers.gsf.permission.READ_GSERVICES,com.majeur.launcher.permission.UPDATE_BADGE,com.sec.android.provider.badge.permission.WRITE,android.permission.USE_BIOMETRIC,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_TASKS,android.permission.REORDER_TASKS,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.htc.launcher.permission.READ_SETTINGS,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SCHEDULE_EXACT_ALARM,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,android.permission.BLUETOOTH_ADMIN,android.permission.CAMERA2,com.oppo.launcher.permission.READ_SETTINGS,android.permission.BLUETOOTH,com.sonyericsson.home.permission.BROADCAST_BADGE,com.sec.android.provider.badge.permission.READ,com.anddoes.launcher.permission.UPDATE_COUNT,com.huawei.android.launcher.permission.CHANGE_BADGE,me.everything.badger.permission.BADGE_COUNT_WRITE,android.permission.FOREGROUND_SERVICE,me.everything.badger.permission.BADGE_COUNT_READ,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,android.permission.VIBRATE,com.huawei.android.launcher.permission.READ_SETTINGS,com.oppo.launcher.permission.WRITE_SETTINGS,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.READ_APP_BADGE,android.permission.WAKE_LOCK,com.huawei.android.launcher.permission.WRITE_SETTINGS,com.android.vending.BILLING,android.permission.ACCESS_WIFI_STATE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.CALL_PHONE,android.permission.ACCESS_COARSE_LOCATION
ru.psbank.msb.dev.psb_appstore	ПСБ Бизнес	 ПАО Промсвязьбанк	Мобильный банк для бизнеса «ПСБ Бизнес»	1.83.042	2	Google CrashLytics,Google Firebase Analytics	23	8	android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,ru.psbank.msb.dev.psb_appstore.permission.pushserver.RECEIVE,android.permission.WAKE_LOCK,android.permission.USE_FINGERPRINT,android.permission.NFC,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_WIFI_STATE,com.google.android.c2dm.permission.RECEIVE,android.permission.USE_BIOMETRIC,android.permission.SET_ANIMATION_SCALE,android.permission.VIBRATE,ru.psbank.msb.dev.psb_appstore.permission.CHAT_BROADCAST,android.permission.FOREGROUND_SERVICE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.READ_PHONE_STATE,android.permission.READ_CONTACTS,android.permission.CAMERA,android.permission.RECORD_AUDIO
com.easypay_fssp	Задолженности ФССП	Простые платежи	Судебные приставы ФССП - проверка долгов	4.37	10	Google CrashLytics,Google Analytics,Google Firebase Analytics,Facebook Analytics,Facebook Login,Facebook Places,Facebook Share,Google Tag Manager,Branch,OpenTelemetry (OpenCensus, OpenTracing)	9	3	com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.WAKE_LOCK,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE
ru.drom.fines	Штрафы ГИБДД официальные с фотографией	"ООО ""Амаяма Авто"""	Проверить Штрафы ГИБДД с фото нарушения	2.14	4	Google CrashLytics,Google Analytics,Google Firebase Analytics,Huawei Mobile Services (HMS) Core	14	2	android.permission.FOREGROUND_SERVICE,com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.VIBRATE,android.permission.WAKE_LOCK,ru.drom.fines.permission.PUSH_PROVIDER,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,ru.drom.fines.permission.PROCESS_PUSH_MSG,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE	android.permission.CAMERA,android.permission.WRITE_EXTERNAL_STORAGE
ru.sberins.insureapp.android	СберСтрахование	ООО СК «Сбербанк страхование»	Защитите самое ценное	1.6	4	AppsFlyer,Google CrashLytics,Google Firebase Analytics,AppMetrica	19	7	android.permission.USE_BIOMETRIC,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.google.android.gms.permission.AD_ID,android.permission.INTERNET,android.permission.WAKE_LOCK,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.FOREGROUND_SERVICE,com.google.android.c2dm.permission.RECEIVE,android.permission.USE_FINGERPRINT,android.permission.VIBRATE	android.permission.RECORD_AUDIO,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.ACCESS_COARSE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CONTACTS
com.openbank.msb	Открытие Бизнес-портал	ПАО Банк «ФК Открытие»	Бизнес-Портал в мобильном приложении	3.27.12	5	AppsFlyer,Google CrashLytics,Google Firebase Analytics,AppMetrica,Huawei Mobile Services (HMS) Core	24	7	android.permission.USE_FINGERPRINT,android.permission.WAKE_LOCK,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.CHANGE_WIFI_STATE,android.permission.GET_TASKS,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.openbank.msb.permission.pushserver.RECEIVE,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INTERNET,android.permission.USE_BIOMETRIC,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_WIFI_STATE,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.VIBRATE	android.permission.CAMERA,android.permission.READ_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.ACCESS_COARSE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION,android.permission.READ_CONTACTS
ru.tinkoff.investing	Тинькофф Инвестиции – брокер	АО «Тинькофф Банк»	Торговля на фондовой бирже, инвестиции	5.6.0	6	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Amplitude,Google AdMob,Huawei Mobile Services (HMS) Core	31	9	android.permission.INTERNET,android.permission.BLUETOOTH,android.permission.WAKE_LOCK,android.permission.USE_FINGERPRINT,android.permission.USE_FULL_SCREEN_INTENT,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SCHEDULE_EXACT_ALARM,android.permission.REORDER_TASKS,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.FOREGROUND_SERVICE,android.permission.QUERY_ALL_PACKAGES,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_WIFI_STATE,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,com.google.android.c2dm.permission.RECEIVE,com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA,android.permission.VIBRATE,android.permission.MODIFY_AUDIO_SETTINGS,android.permission.USE_BIOMETRIC,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.NFC	android.permission.RECORD_AUDIO,android.permission.READ_EXTERNAL_STORAGE,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_CONTACTS,android.permission.READ_CALENDAR,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_CALENDAR,android.permission.CAMERA,android.permission.ACCESS_COARSE_LOCATION
