package	title	creator	description	version	trackers_num	trackers	perm_num_total	perm_num_dang	perm_normal	perm_dang
com.interactive.novella	Novels: любовные истории	Аист Геймс	Визуальная новелла про любовь.	2.39	17	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Amazon Advertisement,Unity3d Ads,ironSource,Vungle,myTracker,myTarget,Google AdMob,IAB Open Measurement,Pangle	11	0	android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,com.android.vending.BILLING,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,com.google.android.gms.permission.AD_ID	
com.dmobin.red.ball	Красный шарик: Возвращение!	HeroCraft	Стань Прыгающим Мячом и одолей Квадраты!	3.0.0	27	Google CrashLytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Fyber,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Vungle,myTracker,PubNative,myTarget,Tapjoy,Mintegral,Tenjin,Google AdMob,Verizon Ads,IAB Open Measurement,Mail.ru,Pangle	12	0	com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_NETWORK_STATE,com.dmobin.red.ball.permission.C2D_MESSAGE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.INTERNET,android.permission.WAKE_LOCK,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_WIFI_STATE	
com.hero.craft.mr.knight.how.loot.pull.pin.scape	Мистер Рыцарь：Пазл с булавками	HeroCraft	Реши головоломки－спаси принцесс	1.122	22	Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,ironSource,Vungle,Tapjoy,Mintegral,Bugsnag,Tenjin,Google AdMob,IAB Open Measurement,Pangle	11	1	com.android.vending.BILLING,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.WAKE_LOCK,android.permission.VIBRATE	android.permission.READ_PHONE_STATE
com.yanartnv.com.tanks	Tank Battle: Танчики	BOLD CAT	Игра в танки без интернета	6.0	25	Google CrashLytics,Ogury Presage,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Appodeal,Vungle,Criteo,myTracker,myTarget,GameAnalytics,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine	14	4	com.android.vending.BILLING,android.permission.VIBRATE,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_WIFI_STATE,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.ACCESS_COARSE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION
com.Jafexe.LastDayofSurvival	Last Day of Survival	Jafexe	Игра про выживание в открытом мире	0.1.5	0		1	0	android.permission.INTERNET	
com.okg.mergecats	Merge Cats: Игры про котиков!	"ООО ""ЭДРЕМ"""	Котики ждут тебя! Развивай и процветай!	2.9.21	14	AppsFlyer,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Unity3d Ads,Amplitude,ironSource,myTracker,Google AdMob,IAB Open Measurement,Mail.ru	12	0	com.google.android.c2dm.permission.RECEIVE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,com.samsung.android.iap.permission.BILLING,android.permission.FOREGROUND_SERVICE,android.permission.WAKE_LOCK,com.okg.mergecats.permission.C2D_MESSAGE	
com.survival.squid.and.game	Игра в кальмара 3D	ИП Носов Сергей Носов	Красный - зелёный!	1	0		1	0	android.permission.INTERNET	
uralpro.wordfromwords	Слово из слов по картинкам	UralPro	Очень интересная игра!	1.10	2	Yandex Ad,AppMetrica	6	0	android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.android.vending.BILLING,android.permission.ACCESS_NETWORK_STATE	
ru.progstech.mergeblocks	Merge Blocks - 2048 игра	Прогрессивные технологии	2048 объединяй, набирай и побеждай	2022.06.04_rs	4	Yandex Ad,AppMetrica,Microsoft Visual Studio App Center Crashes,Microsoft Visual Studio App Center Analytics	6	0	android.permission.ACCESS_NETWORK_STATE,com.google.android.gms.permission.AD_ID,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE	
com.maningame.fanwars.rs	Битва за район	"ООО ""Вебинтоп.ру"""	Ролевая PvP игра: 78 героев в боях 5x5 	0.99.21	1	AppMetrica	7	0	android.permission.INTERNET,com.android.vending.BILLING,android.permission.ACCESS_NETWORK_STATE,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.WAKE_LOCK,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	
com.geography.travel.quiz	Страны и Флаги: География мира	BOLD CAT	Вопросы по различным странам и городам	1.7.3	25	AppsFlyer,Ogury Presage,Google Firebase Analytics,Adjust,Facebook Ads,Facebook Analytics,Facebook Login,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Appodeal,Vungle,Criteo,myTracker,myTarget,GameAnalytics,Google AdMob,IAB Open Measurement,Pangle,Appodeal Stack,BidMachine	15	5	android.permission.INTERNET,android.permission.ACCESS_NETWORK_STATE,com.google.android.gms.permission.AD_ID,android.permission.VIBRATE,com.android.vending.BILLING,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_WIFI_STATE,android.permission.WAKE_LOCK,android.permission.FOREGROUND_SERVICE	android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION
sovfin.game.noughtscrosses	Крестики-Нолики	"ООО ""СОВФИН"""	Логическая игра между двумя противниками	1.6	2	Yandex Ad,AppMetrica	6	1	com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.google.android.gms.permission.AD_ID,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE	android.permission.ACCESS_COARSE_LOCATION
com.aigrind.warspear.rustore	Warspear Online (ММОРПГ, РПГ)	ООО «Айгринд»	Warspear Online (ММОРПГ, РПГ)	10.4.2	7	AppsFlyer,Google CrashLytics,Google Analytics,Google Firebase Analytics,Fyber,Google Tag Manager,AppMetrica	11	3	com.google.android.gms.permission.AD_ID,android.permission.INTERNET,android.permission.WAKE_LOCK,android.permission.ACCESS_WIFI_STATE,android.permission.BATTERY_STATS,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE,android.permission.READ_EXTERNAL_STORAGE
com.tsartech.dots	Connecting Dots	ИП Осипов Владимир Олегович	1, 2, 3... Соединяй!	1.0	7	AppsFlyer,Facebook Analytics,Facebook Login,Facebook Share,Unity3d Ads,Amplitude,Google AdMob	5	0	android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.google.android.gms.permission.AD_ID	
com.bitrebus.antarium.huawei	Антариум	Bit Rebus	Головоломка платформер с реальн. физикой	1.4	2	IAB Open Measurement,Huawei Mobile Services (HMS) Core	7	0	com.hihonor.permission.MANAGE_FOLD_SCREEN,android.permission.QUERY_ALL_PACKAGES,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.BROADCAST_STICKY,android.permission.INTERNET,com.hihonor.permission.MANAGE_FOLD_SCREEN_PRIVILEGED	
com.nevosoft.mylittleplanet	Планета Самоцветов	Невоcофт	"Играй в головоломки ""три в ряд""!"	11.82	21	Google CrashLytics,Twitter MoPub,Google Firebase Analytics,Facebook Ads,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Fyber,Unity3d Ads,Yandex Ad,AppMetrica,ironSource,Vungle,myTracker,myTarget,Tapjoy,Mintegral,Google AdMob,IAB Open Measurement,Pangle,VKontakte SDK	10	1	android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,android.permission.INTERNET,android.permission.FOREGROUND_SERVICE,android.permission.WAKE_LOCK,com.google.android.gms.permission.AD_ID,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.VIBRATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.READ_EXTERNAL_STORAGE
com.brutalduckgames.rustorefarm	Просто Ферма	Brutal Duck Games	Попробуйте себя в роли фермера	1.0.0	3	Unity3d Ads,Amplitude,Google AdMob	4	0	android.permission.VIBRATE,android.permission.INTERNET,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE	
com.herocraft.game.free.jollydaysfarm	"Ферма ""Веселые деньки"""	HeroCraft	Проведи день как настоящий фермер! 	1.0.82	22	AppsFlyer,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Fyber,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Vungle,myTracker,Tapjoy,Google AdMob,IAB Open Measurement,Mail.ru,Pangle	14	1	android.permission.ACCESS_WIFI_STATE,android.permission.WAKE_LOCK,android.permission.VIBRATE,android.permission.SET_ORIENTATION,com.google.android.gms.permission.AD_ID,com.google.android.c2dm.permission.RECEIVE,com.android.vending.BILLING,android.permission.FOREGROUND_SERVICE,android.permission.ACCESS_NETWORK_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET,android.permission.WRITE_MEDIA_STORAGE,android.permission.RECEIVE_BOOT_COMPLETED	android.permission.WRITE_EXTERNAL_STORAGE
com.fireboywatergirl.al	Огонь и Вода	ИП ЖАННА ОЗДЕМИР СЕМГАЛИЕВНА	Вас ждет приключение в игре Огонь и вода	1	2	Unity3d Ads,Google AdMob	2	0	android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET	
com.dekovir2.abreakerfree	Amazing Breaker: релакс-пазл	HeroCraft	Чарующая и успокаивающая головоломка	1.29	17	Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),AdColony,Amazon Advertisement,Inmobi,Unity3d Ads,Yandex Ad,Amplitude,AppMetrica,Mintegral,Tenjin,Google AdMob,IAB Open Measurement	10	2	android.permission.WAKE_LOCK,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.gms.permission.AD_ID,android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.FOREGROUND_SERVICE,android.permission.INTERNET	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_STATE
uralpro.getword	Get Word (Wordle)	UralPro	Игра которую полюбили миллионы людей	1.17	3	Yandex Ad,AppMetrica,Google AdMob	6	0	com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET,android.permission.ACCESS_WIFI_STATE,com.android.vending.BILLING,android.permission.VIBRATE,android.permission.ACCESS_NETWORK_STATE	
com.herocraft.game.free.spaceshipbattles	Space Arena: Собирай корабли	HeroCraft	Создавай корабли и побеждай на Арене	3.5.5	20	AppsFlyer,Google CrashLytics,Google Firebase Analytics,Facebook Ads,Facebook Analytics,Facebook Login,Facebook Share,AppLovin (MAX and SparkLabs),Amazon Advertisement,Inmobi,Unity3d Ads,Amplitude,Vungle,myTracker,Tapjoy,Mintegral,Bugsnag,Google AdMob,IAB Open Measurement,Mail.ru	13	1	com.android.vending.BILLING,android.permission.FOREGROUND_SERVICE,android.permission.INTERNET,android.permission.VIBRATE,android.permission.ACCESS_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,com.google.android.c2dm.permission.RECEIVE,com.google.android.gms.permission.AD_ID,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SCHEDULE_EXACT_ALARM,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.WAKE_LOCK	android.permission.READ_EXTERNAL_STORAGE
com.mordor.game	Mordor Mobile	bubassgame	Онлайн игра реальной жизни	RC #26	2	Google CrashLytics,Google Firebase Analytics	19	4	android.permission.WAKE_LOCK,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.INTERNET,android.permission.BLUETOOTH,com.google.android.c2dm.permission.RECEIVE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.REQUEST_DELETE_PACKAGES,android.permission.USE_FULL_SCREEN_INTENT,android.permission.VIBRATE,android.permission.FOREGROUND_SERVICE,com.android.vending.CHECK_LICENSE,android.permission.ACCESS_NOTIFICATION_POLICY,android.permission.ACCESS_NETWORK_STATE	android.permission.READ_EXTERNAL_STORAGE,android.permission.RECORD_AUDIO,android.permission.GET_ACCOUNTS,android.permission.WRITE_EXTERNAL_STORAGE
com.DefaultCompany.Nardi	Нарды	Креос Дизайн	Нарды - это спорт, развлечение и отдых.	1.1	2	Yandex Ad,AppMetrica	7	2	com.google.android.gms.permission.AD_ID,android.permission.ACCESS_WIFI_STATE,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,android.permission.ACCESS_NETWORK_STATE,android.permission.INTERNET	android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION
sovfin.game.spacerocket	Space Rocket	"ООО ""СОВФИН"""	ультра-захватывающая ракетная игра	1.1.1.5	2	Yandex Ad,AppMetrica	7	2	android.permission.ACCESS_NETWORK_STATE,android.permission.ACCESS_WIFI_STATE,com.google.android.gms.permission.AD_ID,android.permission.INTERNET,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION
air.ru.mail.dwar	Легенда. Наследие драконов	VK Play	Лучшая браузерная RPG - на мобильном!	1.80.304	10	Google Analytics,Moat,AppLovin (MAX and SparkLabs),AdColony,Unity3d Ads,ironSource,Vungle,myTracker,IAB Open Measurement,VKontakte SDK	11	3	android.permission.INTERNET,com.android.vending.BILLING,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,android.permission.ACCESS_NETWORK_STATE,android.permission.VIBRATE,air.ru.mail.dwar.permission.C2D_MESSAGE,android.permission.ACCESS_WIFI_STATE	android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,android.permission.GET_ACCOUNTS
com.dreamcraftstudio.fantasyhearts	Fantasy Hearts	ООО ДРИМЛИД	Многопользовательская игра,стратегия	0.18	4	Google Firebase Analytics,AppMetrica,OneSignal,Huawei Mobile Services (HMS) Core	32	2	android.permission.VIBRATE,com.sec.android.provider.badge.permission.WRITE,com.dreamcraftstudio.fantasyhearts.permission.C2D_MESSAGE,android.permission.READ_APP_BADGE,com.huawei.android.launcher.permission.WRITE_SETTINGS,android.permission.INTERNET,com.htc.launcher.permission.UPDATE_SHORTCUT,android.permission.WAKE_LOCK,com.htc.launcher.permission.READ_SETTINGS,android.permission.BLUETOOTH_ADMIN,me.everything.badger.permission.BADGE_COUNT_WRITE,com.majeur.launcher.permission.UPDATE_BADGE,com.sonyericsson.home.permission.BROADCAST_BADGE,com.google.android.gms.permission.AD_ID,com.oppo.launcher.permission.WRITE_SETTINGS,com.google.android.c2dm.permission.RECEIVE,com.android.vending.BILLING,android.permission.ACCESS_WIFI_STATE,android.permission.CHANGE_WIFI_STATE,android.permission.ACCESS_NETWORK_STATE,com.huawei.android.launcher.permission.READ_SETTINGS,com.anddoes.launcher.permission.UPDATE_COUNT,me.everything.badger.permission.BADGE_COUNT_READ,android.permission.RECEIVE_BOOT_COMPLETED,com.sec.android.provider.badge.permission.READ,com.oppo.launcher.permission.READ_SETTINGS,com.huawei.android.launcher.permission.CHANGE_BADGE,android.permission.BLUETOOTH,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE	android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_COARSE_LOCATION
